rank,frequency,omega,coordinate,n_seed,seed_min,seed_max,A_ref,pass_candidate,failure_reason,low_order_p_max,higher_p_min,higher_significant_count,lower_contribution_sum,higher_contribution_sum,higher_ratio,formal_natural_reference,nearest_formal_peak_frequency,nearest_formal_peak_coordinate,distance_to_nearest_formal_peak,inside_formal_exclusion_band,c1_f_p,c2_2f_p,c3_f_p,c3_3f_p,c4_2f_p,c4_4f_p,c1_f_mean_real,c1_f_mean_imag,c1_f_mean_abs,c2_2f_mean_real,c2_2f_mean_imag,c2_2f_mean_abs,c3_f_mean_real,c3_f_mean_imag,c3_f_mean_abs,c3_3f_mean_real,c3_3f_mean_imag,c3_3f_mean_abs,c4_2f_mean_real,c4_2f_mean_imag,c4_2f_mean_abs,c4_4f_mean_real,c4_4f_mean_imag,c4_4f_mean_abs,R1_c1_f,R2_c2_2f,R3_c3_f,R3_c3_3f,R4_c4_2f,R4_c4_4f,deprecated_score
21,1.015625,6.381360077604267,y,128,0,127,0.12,False,c1_f_not_significant;c2_2f_not_significant,0.8690988123554061,0.11068359077018457,0,0.08437399290762264,0.10483164359774878,1.242463939243984,formal_spectrum,1.31982421875,z,0.30419921875,False,0.8690988123554061,0.434767151314588,0.6662382335047683,0.5185670824376574,0.4742746653338228,0.11068359077018457,-0.00426690294762784,0.11287345282858177,0.1129540739159529,4.255426391904609,2.4654163741999553,4.9180211137297425,8.973190959251106,-16.558851905706426,18.83384539668687,-1.8865179277174966,1.0164930877889684,2.1429437904719455,-245.9248447609574,-153.59768474655635,289.9504751336054,24.777018386903798,32.411063457835766,40.796785101436924,0.013554488869914347,0.07081950403770829,0.0325448848454749,0.003703006869935521,0.060124130523704404,0.00845962135863396,-0.8949859164762715
22,1.0546875,6.62679700366597,y,128,0,127,0.12,False,c1_f_not_significant;c2_2f_not_significant,0.8703033340659142,0.17388855456547297,0,0.14018660426522747,0.14075774831334617,1.004074169933085,formal_spectrum,1.31982421875,z,0.26513671875,False,0.8703033340659142,0.07470482381325416,0.4410209289017154,0.5209366459311069,0.17388855456547297,0.5810720873182229,0.10173735840612183,-0.04620595595091043,0.11173844665464597,-8.747971448996767,0.9919119047556465,8.804027129629858,-24.90228807516,-6.53154490219103,25.74461167288397,-1.0657082488500504,1.5218502193514587,1.857891859556719,426.5765750724427,-78.54977793753156,433.7483625497287,-11.94005225910843,-9.144261050649625,15.039360295992251,0.013408613598557516,0.12677799066666995,0.044486688970743496,0.00321043713331401,0.08994206045831173,0.0031185617509769527,-0.6993996498184746
23,1.0546875,6.62679700366597,x,128,0,127,0.12,False,c1_f_not_significant;c2_2f_not_significant,0.8706884157655577,0.17766306845503893,0,0.08723889809501734,0.09350141264886987,1.0717858053070735,formal_spectrum,1.31982421875,z,0.26513671875,False,0.8706884157655577,0.07742116612688354,0.44145242958999276,0.522034467731253,0.17766306845503893,0.6255754047990323,0.049349124837846314,-0.0789178320320431,0.09307717408096954,-2.680328002088218,4.552125794597847,5.282613694812569,-20.298272688509606,6.921601950805293,21.445942453118878,0.39891368276644157,0.7321261146807196,0.8337510264436089,116.21815584250693,-232.95058577157553,260.3317790027821,-4.2197191448218945,2.525141048083276,4.917557012774893,0.011169260889716344,0.076069637205301,0.037058588558989414,0.001440721773694556,0.053982397694016894,0.0010197046221690016,-0.6902656077208345
24,3.1484375,19.782216240573227,y,128,0,127,0.12,False,c1_f_not_significant;c2_2f_not_significant,0.8805046091176977,0.2929064131557747,0,0.008268779626477225,0.012785216363731028,1.5462035440867052,formal_spectrum,2.6181640625,z,0.5302734375,False,0.47918597251636397,0.8805046091176977,0.2929064131557747,0.3008646261468224,0.9015518309449249,0.7041159991212892,0.046576434895524974,0.038425947012245935,0.060381434989282994,-0.05575505861364409,0.044026868285361564,0.07104218248356017,-5.5069052294339205,-4.165494556102285,6.9048787174637924,0.008977073404587619,0.00936043754589326,0.012969411627437945,0.35213048297326566,-3.7136895329372024,3.730346609108371,0.25919525980649893,-0.10056172440840187,0.2780195013342587,0.007245772198713959,0.0010230074277632665,0.011931630423777432,2.2411143292212767e-05,0.0007735246728647117,5.765012379667187e-05,-0.4780027530623968
25,0.6953125,4.368777283898306,x,128,0,127,0.12,False,c1_f_not_significant;c2_2f_not_significant,0.9016361947105231,0.16004035746661466,0,0.06742578475032143,0.07877201274312536,1.1682772849410528,formal_spectrum,1.31982421875,z,0.62451171875,False,0.40110222104187476,0.9016361947105231,0.3278542278401908,0.16004035746661466,0.9746561206004678,0.6146580073326875,-0.29472726566112595,0.024542153033961484,0.29574732188073366,2.1135490137082114,0.6719237511204246,2.217785147543985,28.34934804650596,-11.066427250895526,30.432734789389112,4.293409016609397,2.493582413648585,4.965008986654543,-28.37336129472675,-52.28088084388351,59.48393172087268,25.270439683826034,-2.709985471340529,25.41533283411347,0.03548967862568804,0.031936106124633386,0.052587765716064376,0.00857953552893905,0.012334588081640157,0.005270123416481768,-0.7508018246802525
26,0.6953125,4.368777283898306,y,128,0,127,0.12,False,c1_f_not_significant;c2_2f_not_significant,0.9034581694135728,0.16018837670290637,0,0.08093541706186083,0.09858343716462631,1.218050647583328,formal_spectrum,1.31982421875,z,0.62451171875,False,0.3950042083141163,0.9034581694135728,0.32272479922718145,0.16018837670290637,0.9743024825095903,0.6318827999714236,-0.30815898277749987,-0.10439736682737583,0.3253625191489535,1.4699788703545211,2.510453818635291,2.9091607474990564,33.40531160487436,1.3334985685890643,33.431916813894816,1.0171497920371069,8.119189363882946,8.182654192010748,19.55825721686662,-76.7374102593042,79.1906279724178,27.875530928780776,40.83576808666045,49.44294873679087,0.03904350229787441,0.04189191476398641,0.05777035225441023,0.014139626443794571,0.016420968616360554,0.010252489850060952,-0.7512770488938519
27,2.328125,14.628040793277474,z,128,0,127,0.12,False,c1_f_not_significant;c2_2f_not_significant,0.9777161240033267,0.16189022273655643,0,0.01183657990940798,0.006362968984274942,0.5375682023839936,formal_spectrum,2.6181640625,z,0.2900390625,False,0.41956158363777274,0.9777161240033267,0.9624038543780574,0.5183224147196017,0.9225446904742794,0.16189022273655643,-0.007986351165567637,-0.08688853374180532,0.08725479414187283,0.006855060135237873,0.0946134204050377,0.09486143141550275,2.0110439524327033,-0.19030596697460356,2.020028252199035,0.05471542574762829,0.07562626092596796,0.09334403653360408,6.88308010791545,-10.02735037130707,12.162423575954483,0.6516911595554394,-0.637648658064515,0.9117549992043861,0.01047057529702474,0.0013660046123832397,0.0034906088197999316,0.00016129849513006782,0.002522000152709921,0.00018906151663502146,-0.7809921568211847
28,0.3359375,2.110757564130642,z,128,0,127,0.12,False,c1_f_not_significant;c2_2f_not_significant,0.9923100584626943,0.3578358415517906,0,0.026650415040573222,0.1729498507925049,6.489574384834231,formal_spectrum,1.31982421875,z,0.98388671875,False,0.46962999353054113,0.9923100584626943,0.491390111118427,0.40288801445549016,0.9590223857414079,0.3578358415517906,0.1470287883596092,0.04377459919973714,0.15340691034497886,-0.5658715980597077,-0.08575342629149851,0.5723323471649832,-12.561359900421959,-3.3234772280402916,12.993585472579582,6.11776654903387,-6.906158959748682,9.226163835841785,80.7214571830565,10.292898794376967,81.37504172255342,420.4217210625537,-381.20914383652735,567.5163741124813,0.018408829241397463,0.008241585799175758,0.022452915696617514,0.015942811108334603,0.016873928651588675,0.11768019533596412,-0.4429635553534319
29,2.328125,14.628040793277474,x,128,0,127,0.12,False,c1_f_not_significant;c4_2f_significant,0.31901252751563364,0.019728048293621077,1,0.015853253065218918,0.020941775015061014,1.32097651686429,formal_spectrum,2.6181640625,z,0.2900390625,False,0.31901252751563364,0.0462471942542881,0.21487726067920213,0.10591181201304893,0.019728048293621077,0.3802047066005335,0.0821814776012795,0.009666165873996189,0.0827479910537604,-0.38222211298639536,-0.15204661098300434,0.41135375963664395,-8.535706468252062,-1.2517470993013005,8.627001548207193,0.05169011453874471,-0.023978229988453868,0.056980904296156404,27.3259634860707,6.778348996018767,28.154116849119916,0.3978517789504925,-0.2534419998619686,0.47171907456462436,0.009929758926451248,0.005923494138767672,0.014907458675302028,9.846300262375825e-05,0.0058380376698335045,9.78156673017205e-05,-1.2087236155998797
30,1.6640625,10.45561305022853,y,128,0,127,0.12,False,c1_f_not_significant;c2_2f_not_significant;c3_f_significant,0.5989132574841721,0.042121980313945345,1,0.05801411660547569,0.07912841990278353,1.363951130048147,formal_spectrum,1.5625,z,0.1015625,False,0.13284687893611416,0.5989132574841721,0.042121980313945345,0.7783654602703293,0.6118711148197208,0.7944280938458523,-0.04510984570815359,0.29861409099157943,0.30200210846704484,-1.0489782042903104,-1.0890418202069174,1.5120738603771047,13.443915993830156,-31.48790021604307,34.23779691020798,0.12955079214288168,0.2612262864862211,0.29158631740229063,73.94123078622825,55.042955353312465,92.17934987950945,1.614020798184494,0.44798010229614116,1.6750371067607346,0.03624025301604538,0.021773863589430308,0.05916291306083939,0.0005038611564711582,0.019114309991015075,0.0003473356944579059,-1.1528551458668945
31,1.6640625,10.45561305022853,x,128,0,127,0.12,False,c1_f_not_significant;c2_2f_not_significant;c3_f_significant,0.6041895026021593,0.041021701543493536,1,0.03442861842366189,0.049477894352966026,1.4371153016979956,formal_spectrum,1.5625,z,0.1015625,False,0.13203183299291327,0.6041895026021593,0.041021701543493536,0.800331176970386,0.6170708242559667,0.9097835270737961,0.12419331372743571,0.16774857049341346,0.2087188589399266,-0.6184285990209508,0.20510160756882756,0.6515524549215768,-9.025871391309064,-21.96740392836267,23.749382933547878,0.08390373627361875,-0.009363270098857457,0.084424568625591,35.0929568388041,-18.441961120344047,39.64368234226544,0.16629853426497476,-0.3078867150999318,0.34992775230568035,0.02504626307279119,0.009382355350870706,0.04103893370917073,0.00014588565458502123,0.008220513970492161,7.256101871810587e-05,-1.1681595048672735
