data_file,run_info_file,label,seed,n_traj,fs,spinup_time,effective_time,rk4_substeps,coordinate,window_index,window_low_hz,window_high_hz,fft_bin_index,frequency_resolution_hz,peak_frequency_hz,peak_angular_frequency,peak_period,peak_std_q,peak_std_error,peak_abs_mean_q
outputs/unforced_xyz_spectrum/ntraj512_time2048_seed123456789/spectrum_data_seed123456789_ntraj512_fs16_spin60_time2048_rk4sub8.npz,outputs/unforced_xyz_spectrum/ntraj512_time2048_seed123456789/run_info_seed123456789_ntraj512_fs16_spin60_time2048_rk4sub8.json,"seed=123456789, N=512, time=2048, spin=60, fs=16, sub=8",123456789,512,16.0,60.0,2048.0,8,x,1,1.28,1.36,2654,0.00048828125,1.2958984375,8.142370022096983,0.771665410700829,0.13289828324949882,0.005873329830860698,0.004854768219575151
outputs/unforced_xyz_spectrum/ntraj512_time2048_seed123456789/spectrum_data_seed123456789_ntraj512_fs16_spin60_time2048_rk4sub8.npz,outputs/unforced_xyz_spectrum/ntraj512_time2048_seed123456789/run_info_seed123456789_ntraj512_fs16_spin60_time2048_rk4sub8.json,"seed=123456789, N=512, time=2048, spin=60, fs=16, sub=8",123456789,512,16.0,60.0,2048.0,8,y,1,1.28,1.36,2654,0.00048828125,1.2958984375,8.142370022096983,0.771665410700829,0.1714043463957298,0.007575073478829281,0.006269995047690776
outputs/unforced_xyz_spectrum/ntraj512_time2048_seed123456789/spectrum_data_seed123456789_ntraj512_fs16_spin60_time2048_rk4sub8.npz,outputs/unforced_xyz_spectrum/ntraj512_time2048_seed123456789/run_info_seed123456789_ntraj512_fs16_spin60_time2048_rk4sub8.json,"seed=123456789, N=512, time=2048, spin=60, fs=16, sub=8",123456789,512,16.0,60.0,2048.0,8,z,1,1.28,1.36,2701,0.00048828125,1.31884765625,8.286564216158233,0.7582376897445391,0.9580668179874728,0.04234097148929748,0.06401189519124154
outputs/unforced_xyz_spectrum/ntraj512_time2048_seed123456789/spectrum_data_seed123456789_ntraj512_fs16_spin60_time2048_rk4sub8.npz,outputs/unforced_xyz_spectrum/ntraj512_time2048_seed123456789/run_info_seed123456789_ntraj512_fs16_spin60_time2048_rk4sub8.json,"seed=123456789, N=512, time=2048, spin=60, fs=16, sub=8",123456789,512,16.0,60.0,2048.0,8,x,2,2.58,2.68,5302,0.00048828125,2.5888671875,16.266332274739337,0.3862693323274236,0.0385950648875113,0.0017056770063933783,0.002064543938708506
outputs/unforced_xyz_spectrum/ntraj512_time2048_seed123456789/spectrum_data_seed123456789_ntraj512_fs16_spin60_time2048_rk4sub8.npz,outputs/unforced_xyz_spectrum/ntraj512_time2048_seed123456789/run_info_seed123456789_ntraj512_fs16_spin60_time2048_rk4sub8.json,"seed=123456789, N=512, time=2048, spin=60, fs=16, sub=8",123456789,512,16.0,60.0,2048.0,8,y,2,2.58,2.68,5314,0.00048828125,2.5947265625,16.303147813648593,0.38539706435829885,0.07372523398252823,0.0032582258058506627,0.0013795395280895156
outputs/unforced_xyz_spectrum/ntraj512_time2048_seed123456789/spectrum_data_seed123456789_ntraj512_fs16_spin60_time2048_rk4sub8.npz,outputs/unforced_xyz_spectrum/ntraj512_time2048_seed123456789/run_info_seed123456789_ntraj512_fs16_spin60_time2048_rk4sub8.json,"seed=123456789, N=512, time=2048, spin=60, fs=16, sub=8",123456789,512,16.0,60.0,2048.0,8,z,2,2.58,2.68,5361,0.00048828125,2.61767578125,16.447342007709846,0.38201828017160977,0.16373239124533548,0.007236017759341601,0.0053972638425070435
