omega,forcing_frequency,amplitude,output,forcing_direction,order_class,n_components_tested,n_significant_components,min_p_value,min_p_value_adjusted,min_p_value_family_adjusted,best_response_group,best_harmonic,best_component,best_sample_mean,best_ci_low,best_ci_high,any_significant,significance_alpha
8.295768100885548,1.3203125,0.08,0,2,second_order,3,0,0.42105391746257304,1.0,1.0,even,0,dc,0.09321512305945137,-0.1367869013378392,0.3232171474567419,False,0.05
16.453477930861386,2.6186523437499996,0.005,0,2,second_order,3,0,0.4413627472525473,0.7592212313963684,1.0,even,0,dc,0.10823698227936585,-0.17092855596349182,0.3874025205222235,False,0.05
16.453477930861386,2.6186523437499996,0.01,0,2,second_order,3,0,0.875106928435674,1.0,1.0,even,0,dc,-0.02562562495625178,-0.35011039111558606,0.29885914120308255,False,0.05
16.453477930861386,2.6186523437499996,0.02,0,2,second_order,3,0,0.937368749730085,1.0,1.0,even,0,dc,0.01223198858841133,-0.2976060837964694,0.3220700609732921,False,0.05
16.453477930861386,2.6186523437499996,0.04,0,2,second_order,3,0,0.7884119341715652,0.8683316968643457,1.0,even,0,dc,0.03945999723584134,-0.2531161043168344,0.33203609878851703,False,0.05
16.453477930861386,2.6186523437499996,0.08,0,2,second_order,3,0,0.6338042950833824,1.0,1.0,even,0,dc,0.06984243425201435,-0.22171156622688037,0.3613964347309091,False,0.05
24.638799415019168,3.92138671875,0.005,0,2,second_order,3,0,0.7959816591156528,1.0,1.0,even,0,dc,-0.049025152386238884,-0.42633909650133867,0.3282887917288609,False,0.05
24.638799415019168,3.92138671875,0.01,0,2,second_order,3,0,0.9700611457409082,0.9700611457409082,1.0,even,0,dc,0.0077770050934869925,-0.4046613596252225,0.4202153698121965,False,0.05
24.638799415019168,3.92138671875,0.02,0,2,second_order,3,0,0.6146471881408608,1.0,1.0,even,0,dc,-0.08301070999334512,-0.4108667602024485,0.24484534021575824,False,0.05
24.638799415019168,3.92138671875,0.04,0,2,second_order,3,0,0.8602865235282384,1.0,1.0,even,0,dc,0.034450614331881374,-0.35509062078946474,0.42399184945322754,False,0.05
24.638799415019168,3.92138671875,0.08,0,2,second_order,3,0,0.9663988511158582,0.9663988511158582,1.0,even,0,dc,-0.007289319099037211,-0.35170869022847917,0.3371300520304048,False,0.05
32.95911120851088,5.245605468749999,0.005,0,2,second_order,3,0,0.41142482299339667,0.8929278352839669,1.0,even,0,dc,-0.17354702598753668,-0.5929611763242577,0.24586712434918429,False,0.05
32.95911120851088,5.245605468749999,0.01,0,2,second_order,3,0,0.539297247376968,1.0,1.0,even,0,dc,-0.14582076696385113,-0.617917290345815,0.3262757564181127,False,0.05
32.95911120851088,5.245605468749999,0.02,0,2,second_order,3,0,0.16255914505346347,0.3650153036453321,1.0,even,0,dc,0.31326546416569384,-0.12975185542357798,0.7562827837549657,False,0.05
32.95911120851088,5.245605468749999,0.04,0,2,second_order,3,0,0.8732227100088972,0.992022810818415,1.0,even,0,dc,0.03246124050580167,-0.3724183509922727,0.4373408320038761,False,0.05
32.95911120851088,5.245605468749999,0.08,0,2,second_order,3,0,0.4752885397077128,0.4752885397077128,1.0,even,0,dc,0.16736398336037514,-0.2983138702340187,0.633041836954769,False,0.05
41.23033561679026,6.56201171875,0.005,0,2,second_order,3,0,0.5661414106759619,1.0,1.0,even,0,dc,-0.141278913431189,-0.6307583592332832,0.3482005323709051,False,0.05
41.23033561679026,6.56201171875,0.01,0,2,second_order,3,0,0.8036208642945404,1.0,1.0,even,0,dc,0.0634275637799777,-0.4441523098337268,0.5710074373936822,False,0.05
41.23033561679026,6.56201171875,0.02,0,2,second_order,3,0,0.6178848783407517,1.0,1.0,even,0,dc,-0.12514776365334915,-0.6239945987672162,0.37369907146051784,False,0.05
41.23033561679026,6.56201171875,0.04,0,2,second_order,3,0,0.900601822322866,1.0,1.0,even,0,dc,-0.02655626810334202,-0.4497310583329399,0.3966185221262559,False,0.05
41.23033561679026,6.56201171875,0.08,0,2,second_order,3,0,0.3243885244642183,0.9731655733926549,1.0,even,0,dc,0.26808994492337007,-0.2712866389365561,0.8074665287832963,False,0.05
49.53530760240312,7.8837890625,0.005,0,2,second_order,3,0,0.42668070261519686,0.7826473031312156,1.0,even,0,dc,0.22313394928082197,-0.33419393922236984,0.7804618377840138,False,0.05
49.53530760240312,7.8837890625,0.01,0,2,second_order,3,0,0.6992284114499483,1.0,1.0,even,0,dc,0.10278992298578213,-0.4264383420649368,0.6320181880365011,False,0.05
49.53530760240312,7.8837890625,0.02,0,2,second_order,3,0,0.36565939996885555,0.9558939287649609,1.0,even,0,dc,-0.27751934049868887,-0.8861381436421959,0.33109946264481815,False,0.05
49.53530760240312,7.8837890625,0.04,0,2,second_order,3,0,0.4096689158193405,1.0,1.0,even,0,dc,-0.21577162399188876,-0.7352673304825126,0.30372408249873506,False,0.05
49.53530760240312,7.8837890625,0.08,0,2,second_order,3,0,0.6886996937354655,0.6886996937354655,1.0,even,0,dc,-0.10649486330918859,-0.6352607078088308,0.4222709811904537,False,0.05
57.8280077417129,9.20361328125,0.005,0,2,second_order,3,0,0.5502248859257635,0.5502248859257635,1.0,even,0,dc,-0.17473591512800857,-0.7560713893492331,0.406599559093216,False,0.05
57.8280077417129,9.20361328125,0.01,0,2,second_order,3,0,0.7742682378871674,0.7742682378871674,1.0,even,0,dc,-0.08225552118726172,-0.6529384389159456,0.48842739654142214,False,0.05
57.8280077417129,9.20361328125,0.02,0,2,second_order,3,0,0.7547740031743674,0.7547740031743674,1.0,even,0,dc,0.08891144051708486,-0.4774478791228316,0.6552707601570014,False,0.05
57.8280077417129,9.20361328125,0.04,0,2,second_order,3,0,0.6925158206178627,0.6925158206178627,1.0,even,0,dc,0.11140675745524417,-0.4489985611580517,0.6718120760685401,False,0.05
57.8280077417129,9.20361328125,0.08,0,2,second_order,3,0,0.5975099037071236,1.0,1.0,even,0,dc,-0.14107861673701846,-0.6723325862347421,0.39017535276070514,False,0.05
66.1176399194469,10.52294921875,0.005,0,2,second_order,3,0,0.5213288202356924,1.0,1.0,even,0,dc,0.19030206485900908,-0.3993769397197657,0.7799810694377838,False,0.05
66.1176399194469,10.52294921875,0.01,0,2,second_order,3,0,0.49082113071338174,1.0,1.0,even,0,dc,0.21321276925662752,-0.4015590544962648,0.8279845930095198,False,0.05
66.1176399194469,10.52294921875,0.02,0,2,second_order,3,0,0.26445608339414983,0.7373720530158014,1.0,even,0,dc,0.3568772081919215,-0.2765078032462913,0.9902622196301343,False,0.05
66.1176399194469,10.52294921875,0.04,0,2,second_order,3,0,0.486575332226465,1.0,1.0,even,0,dc,0.21074854388326622,-0.3909890803563665,0.812486168122899,False,0.05
66.1176399194469,10.52294921875,0.08,0,2,second_order,3,0,0.5600056431663232,1.0,1.0,even,0,dc,0.196389089927685,-0.4733871583619945,0.8661653382173645,False,0.05
8.295768100885548,1.3203125,0.005,1,2,higher_even,6,0,0.6210275294916676,1.0,1.0,even,4,cos,0.0018802529784531985,-0.005682232990060841,0.009442738946967238,False,0.05
8.295768100885548,1.3203125,0.01,1,2,higher_even,6,0,0.7150313680992826,1.0,1.0,even,4,cos,0.0014450499213529582,-0.006428621889653478,0.009318721732359394,False,0.05
8.295768100885548,1.3203125,0.02,1,2,higher_even,6,0,0.4886224268864423,1.0,1.0,even,4,cos,-0.0025817828059980616,-0.009988276886139923,0.0048247112741437986,False,0.05
8.295768100885548,1.3203125,0.04,1,2,higher_even,6,0,0.5973245196268037,1.0,1.0,even,4,cos,0.0020497314365391095,-0.005664946635730452,0.00976440950880867,False,0.05
8.295768100885548,1.3203125,0.08,1,2,higher_even,6,0,0.49279935046005086,1.0,1.0,even,4,cos,-0.0024236637199389756,-0.009444105431104204,0.004596777991226254,False,0.05
16.453477930861386,2.6186523437499996,0.005,1,2,higher_even,6,0,0.9890973076528753,1.0,1.0,even,4,cos,-4.158817555054991e-06,-0.0006099298669435625,0.0006016122318334525,False,0.05
16.453477930861386,2.6186523437499996,0.01,1,2,higher_even,6,0,0.9842571924039251,1.0,1.0,even,4,cos,-5.789669855349461e-06,-0.0005898113880283626,0.0005782320483176637,False,0.05
16.453477930861386,2.6186523437499996,0.02,1,2,higher_even,6,0,0.5217239035542959,1.0,1.0,even,4,cos,-0.0001661129057738555,-0.0006813283762903638,0.0003491025647426528,False,0.05
16.453477930861386,2.6186523437499996,0.04,1,2,higher_even,6,0,0.9500048761057805,1.0,1.0,even,4,cos,-1.932519488185204e-05,-0.0006327921412755073,0.0005941417515118033,False,0.05
16.453477930861386,2.6186523437499996,0.08,1,2,higher_even,6,0,0.3572491040169353,1.0,1.0,even,4,cos,-0.00027628604478135445,-0.0008716094803238998,0.00031903739076119086,False,0.05
24.638799415019168,3.92138671875,0.005,1,2,higher_even,6,0,0.729661781227171,1.0,1.0,even,4,cos,9.113150550399728e-05,-0.00043351236971765384,0.0006157753807256484,False,0.05
24.638799415019168,3.92138671875,0.01,1,2,higher_even,6,0,0.01147405700351172,0.06884434202107031,1.0,even,4,cos,0.0006137142820236256,0.00014277030544350183,0.0010846582586037494,False,0.05
24.638799415019168,3.92138671875,0.02,1,2,higher_even,6,0,0.49603727414987386,1.0,1.0,even,4,cos,0.00018275148679944498,-0.0003506112645588418,0.0007161142381577317,False,0.05
24.638799415019168,3.92138671875,0.04,1,2,higher_even,6,0,0.12941866255265005,0.6437054609227242,1.0,even,4,cos,0.00038952913428709664,-0.0001170782990410821,0.0008961365676152754,False,0.05
24.638799415019168,3.92138671875,0.08,1,2,higher_even,6,0,0.5077321386373301,1.0,1.0,even,4,cos,0.000163180446099167,-0.00032631656233331934,0.0006526774545316534,False,0.05
32.95911120851088,5.245605468749999,0.005,1,2,higher_even,6,0,0.47449518654134926,1.0,1.0,even,4,cos,0.00018306792278131715,-0.00032538710385556814,0.0006915229494182024,False,0.05
32.95911120851088,5.245605468749999,0.01,1,2,higher_even,6,0,0.8503263649757367,1.0,1.0,even,4,cos,-5.207416813086233e-05,-0.0006012737353433452,0.0004971253990816205,False,0.05
32.95911120851088,5.245605468749999,0.02,1,2,higher_even,6,0,0.3029034420580941,1.0,1.0,even,4,cos,0.00029969805120639393,-0.0002768736224372749,0.0008762697248500628,False,0.05
32.95911120851088,5.245605468749999,0.04,1,2,higher_even,6,0,0.6409107933539306,1.0,1.0,even,4,cos,0.00011938448449671036,-0.00038963457332952787,0.0006284035423229486,False,0.05
32.95911120851088,5.245605468749999,0.08,1,2,higher_even,6,0,0.11688033072112461,0.7012819843267477,1.0,even,4,cos,0.0004016310409201305,-0.00010320145015085434,0.0009064635319911154,False,0.05
41.23033561679026,6.56201171875,0.005,1,2,higher_even,6,0,0.8984258607262716,1.0,1.0,even,4,cos,3.452523155915232e-05,-0.0005037857810280663,0.0005728362441463708,False,0.05
41.23033561679026,6.56201171875,0.01,1,2,higher_even,6,0,0.7235856092019346,1.0,1.0,even,4,cos,8.215188128190995e-05,-0.00037996034635995443,0.0005442641089237743,False,0.05
41.23033561679026,6.56201171875,0.02,1,2,higher_even,6,0,0.6802067018281517,1.0,1.0,even,4,cos,9.32134613931223e-05,-0.0003566098545068546,0.0005430367772930992,False,0.05
41.23033561679026,6.56201171875,0.04,1,2,higher_even,6,0,0.5897710216179598,1.0,1.0,even,4,cos,0.00013395716423976603,-0.00035999353999388383,0.0006279078684734158,False,0.05
41.23033561679026,6.56201171875,0.08,1,2,higher_even,6,0,0.6945689161426438,1.0,1.0,even,4,cos,9.282986806818744e-05,-0.00037744001921650034,0.0005630997553528753,False,0.05
49.53530760240312,7.8837890625,0.005,1,2,higher_even,6,0,0.5891282802906033,1.0,1.0,even,4,cos,0.00013281183423672317,-0.00035606872885091123,0.0006216923973243575,False,0.05
49.53530760240312,7.8837890625,0.01,1,2,higher_even,6,0,0.6489911695493904,1.0,1.0,even,4,cos,0.00010958726210112522,-0.000369239846136531,0.0005884143703387814,False,0.05
