rank,bin,frequency,omega,omega_low,omega_high,combined_psd,prominence
1.0,2704.0,1.3203125,8.295768100885548,8.286564216158235,8.30497198561286,4.333566045158983,0.9239283420402337
2.0,184.0,0.08984375,0.5645049299419159,0.5553010452146021,0.5737088146692297,0.9450707019873065,0.021918179650923908
3.0,269.0,0.13134765625,0.8252816638824749,0.8160777791551611,0.8344855486097887,0.8138121739031678,0.022480266563883577
